법정동,BUS_ID,BUS_NN,탑승,하차,환승,BUS_NODE_I,GPS_LATI(위도),GPS_LONG(경도),ROUTE_NO
동구 삼성동,12190,현암교,28029,14146,4686,8002971,36.340084,127.420074,"106, 317, 601, 602, 607"
동구 삼성동,12210,현암교,9443,22309,2258,8002970,36.33962,127.42015,"106, 317, 601, 602"
동구 삼성동,12160,현암시장,4509,1960,13,8002972,36.34208,127.415535,607
동구 삼성동,14550,현암시장,1629,6567,12,8007221,36.342278,127.416336,607
동구 삼성동,12180,현암초등학교,6223,1332,56,8001741,36.34197,127.41941,607
동구 삼성동,12200,현암초등학교,2475,2668,84,8005855,36.342396,127.42001,607
동구 삼성동,14790,솔랑마을아파트,0,0,0,8007518,36.343876,127.4214," 602, 607"
동구 삼성동,14800,솔랑마을아파트,0,0,0,8007517,36.34341,127.42241," 602, 607"
동구 정동,12370,대전역,57618,167014,34492,8001420,36.33344,127.431404,"101, 2002, 201, 202, 512, 60, 606, 607, 611, 616, 63, 705, B1"
동구 정동,12390,대전역,86895,130107,42016,8001419,36.332737,127.431725,"2, 314, 501, 613, 614, 622, 711, 802"
동구 정동,12400,대전역,239010,106653,100092,8001418,36.33254,127.43213,"2, 2002, 201, 202, 314, 512, 613, 616, 705, 711, 802"
동구 정동,12410,대전역,40082,24715,14908,8001417,36.33195,127.43239,"606, 611, 614, 622"
동구 정동,14730,대전역,91136,181,46239,8007412,36.332798,127.43197,B1
동구 정동,12380,대전역/하나은행,5923,17349,2621,8002695,36.333744,127.43168,"501, 60, 607, 63"
동구 중동,12460,대전역,25584,94812,13654,8001413,36.33046,127.43108,"1, 101, 107, 317, 603, 608, 612, 701"
동구 중동,12470,대전역,51315,73248,23590,8001414,36.330814,127.43195,"103, 20, 311, 313, 511, 514"
동구 중동,14270,대전역/역전시장,23132,30651,11480,8003054,36.33012,127.433365,"102, 317, 512, 606, 616"
동구 중동,14230,대전역네거리,34612,13603,9523,8001415,36.331043,127.431854,"107, 2002, 201, 202"
동구 중동,12420,목척교,21715,23641,6117,8001528,36.33036,127.4299,"314, 613, 614"
동구 중동,12430,목척교,36923,51245,12650,8002995,36.330173,127.43032,"2002, 201, 202, 613, 615, 622"
동구 중동,12440,목척교,82653,35783,25833,8001529,36.330624,127.430565,"1, 311, 313, 514, 615"
동구 중동,12450,목척교,56829,38560,17478,8001527,36.330685,127.43078,"101, 103, 20, 30, 317, 511, 608, 612, 622, 701"
동구 추동,12520,대청호자연생태관,31,1029,3,8001448,36.373745,127.47215,"60, 61-1, 61-2"
동구 추동,12540,대청호자연생태관,952,27,9,8001449,36.373554,127.47212,"60, 61-1, 61-2"
동구 추동,12570,동명초등학교,770,486,41,8001519,36.372963,127.47547,"60, 61-1, 61-2, 71-1"
동구 추동,12580,동명초등학교,107,139,17,8001518,36.373413,127.47544,"60, 61-1, 71-1"
동구 추동,12590,동명초등학교,307,690,11,8001521,36.373188,127.47517,"60, 61-1, 61-2"
동구 추동,12620,마산B지구,531,10,0,8001594,36.37909,127.47783,"60, 61-1, 71-1"
동구 추동,12630,마산B지구,13,231,0,8001593,36.379017,127.47793,"60, 61-1, 71-1"
동구 추동,12490,상추,6,3,0,8002713,36.37363,127.46779,22313
동구 추동,12550,중추마을/가래울,763,3,1,8002657,36.375797,127.475426,"60, 61-1, 71-1"
동구 추동,12560,중추마을/가래울,36,345,1,8002656,36.375736,127.4755,"60, 61-1, 71-1"
동구 추동,12760,추동,54,2,0,8002710,36.364178,127.47642,"61-1, 61-2, 71-1"
동구 추동,12770,추동,0,77,0,8002709,36.36415,127.47658,"61-1, 61-2, 71-1"
동구 추동,12600,추동취수장,569,20,4,8002715,36.370747,127.475746,"60, 61-1, 61-2, 71-1"
동구 추동,12610,추동취수장,10,751,1,8002716,36.37068,127.475845,"60, 61-1, 61-2, 71-1"
동구 추동,12500,상추,0,6,0,8002712,36.373646,127.46792, 61-2
동구 추동,12510,중말,1432,684,1,8002714,36.373337,127.46844," 61-2, 61-1,  61-2,  61-2"
동구 비룡동,12700,비룡/새동네,450,16,2,8001807,36.343853,127.47778,"60, 61-1, 61-2, 71-1"
동구 비룡동,12720,비룡/새동네,8,262,3,8001806,36.343887,127.47788,"60, 61-1, 61-2, 71-1"
동구 비룡동,12710,비룡/줄골,311,60,4,8001809,36.338375,127.47777,"60, 61-1, 61-2, 71-1"
동구 비룡동,12730,비룡/줄골,116,672,107,8001808,36.338417,127.47788,"60, 61-1, 61-2, 71-1"
동구 비룡동,12640,비룡교차로,621,61,10,8001805,36.348557,127.473434,"60, 61-1, 61-2, 71-1"
동구 비룡동,12650,비룡교차로,26,551,6,8001804,36.348442,127.47346,"60, 61-1, 61-2, 71-1"
동구 주산동,12780,금성마을,169,8,0,8001222,36.353745,127.47744,"60, 61-1, 61-2, 71-1"
동구 주산동,12790,금성마을,20,271,0,8001221,36.353687,127.47752,"60, 61-1, 61-2, 71-1"
동구 주산동,12820,원주산.양지말,199,9,1,8002370,36.36071,127.48027,"60, 61-1, 61-2, 71-1"
동구 주산동,12830,원주산.양지말,2,108,1,8002369,36.360798,127.480354,"60, 61-1, 61-2, 71-1"
동구 주산동,12800,주산동/상촌,573,21,7,8002588,36.356647,127.47798,"60, 61-1, 61-2, 71-1"
동구 주산동,12810,주산동/상촌,31,348,1,8002587,36.356556,127.47801,"60, 61-1, 61-2, 71-1"
동구 마산동,12840,마산/진등날,84,4,25,8001592,36.383434,127.47952,"60, 61-1, 71-1"
동구 마산동,12850,마산/진등날,23,209,5,8001591,36.383476,127.47977,"60, 61-1, 71-1"
동구 마산동,12870,원마산,484,18,1,8002360,36.38655,127.48071,"60, 61-1, 71-1"
동구 마산동,12880,원마산,30,316,1,8002359,36.38643,127.48083,"60, 61-1, 71-1"
동구 마산동,14460,효평고개소공원,3,95,0,8007179,36.39268,127.475845,"60, 71-1"
동구 마산동,14470,효평고개소공원,24,1,0,8007180,36.392544,127.475815,"60, 71-1"
동구 효평동,12900,효평동,713,8,19,8003025,36.39886,127.46813,"60, 71-1"
동구 효평동,12910,효평동,9,531,2,8003024,36.39875,127.46813,"60, 71-1"
동구 효평동,12920,효평초등학교,343,2,1,8003031,36.406376,127.473434,"60, 71-1"
동구 효평동,12930,효평초등학교,10,352,2,8003030,36.40645,127.473564,"60, 71-1"
동구 효평동,12890,천개동종점,440,428,0,8002684,36.38206,127.45881," 61-2,  61-2"
동구 효평동,12940,효평삼거리,535,9,3,8003028,36.40928,127.47356," 71-1, 71-1,  71-1, 71-2"
동구 효평동,12950,효평삼거리,42,362,0,8003026,36.409626,127.47397," 60,  71-1, 71-2,  71-1"
동구 직동,14560,양구례마을,0,0,0,8007243,36.40522,127.49181,22282
동구 직동,14570,양구례마을,0,0,0,8007242,36.405228,127.491714,22282
동구 직동,12860,냉천골종점,0,0,0,9001265,36.41495,127.49069," 61-1,  61-1"
동구 직동,12960,직동종점,826,602,12,9002665,36.41642,127.47764," 60, 71-1, 71-2,  60, 71-1, 71-2"
동구 세천동,12740,가는골,97,29,1,8001004,36.33526,127.48288,"607, 62"
동구 세천동,12750,가는골,34,440,2,8001003,36.335037,127.48285,"607, 62"
동구 세천동,14370,가는골입구,20,54,0,8007043,36.330944,127.486,63
동구 세천동,14380,가는골입구,75,53,0,8007044,36.331093,127.48584,63
동구 세천동,13050,대청동주민센터,211,1673,130,8001447,36.34334,127.49305,"607, 62, 63"
동구 세천동,13030,세정골,29,315,2,8005560,36.332264,127.49243,63
동구 세천동,14240,세정골,406,13,6,8005959,36.332314,127.49233,63
동구 세천동,12990,세천/새동네,510,100,0,8002027,36.336132,127.48561,"607, 62"
동구 세천동,13000,세천/새동네,19,577,0,8002028,36.336124,127.48619,"607, 62"
동구 세천동,14430,세천공원,637,136,20,8007160,36.330853,127.48133,63
동구 세천동,13010,세천동,3631,166,82,8002030,36.340477,127.49192,"607, 62, 63"
동구 세천동,13020,세천동,232,3896,36,8002029,36.34042,127.49213,"607, 62, 63"
동구 세천동,13070,세천삼거리,22,499,8,8003009,36.347694,127.4951,607
동구 세천동,13040,세천치안센터,2153,321,158,8002031,36.342896,127.49263,"607, 62, 63"
동구 신상동,13100,바깥아감,336,23,2,8001674,36.353897,127.49858,63
동구 신상동,13110,바깥아감,64,702,34,8001673,36.35365,127.498795,"62, 63"
동구 신상동,14410,바깥아감,116,2,0,8007158,36.35206,127.49845,62
동구 신상동,14580,세천공원삼거리,10,34,9,8007266,36.347797,127.49798,"62, 63"
동구 신상동,13080,세천삼거리,877,120,30,8003010,36.348003,127.49565,"607, 62, 63"
동구 신상동,13090,신상동,96,45,0,8002201,36.3438,127.50134,607
동구 신상동,13200,안아감마을,300,187,0,8005864,36.353203,127.51595,62
동구 신상동,13060,오리골,582,455,1,8002232,36.349285,127.48779,63
동구 신하동,13180,구절골,498,23,1,8001175,36.36915,127.507225,63
동구 신하동,13190,구절골,23,522,0,8001174,36.369045,127.50731,"62, 63"
동구 신하동,13140,비금부락,536,8,1,8001799,36.362263,127.50065,63
동구 신하동,13150,비금부락,6,475,0,8001798,36.362183,127.50078,"62, 63"
동구 신하동,13160,신절골,617,11,3,8002122,36.365864,127.503334,63
동구 신하동,13170,신절골,4,593,1,8002123,36.3657,127.50337,"62, 63"
동구 신하동,13120,요골,406,10,33,8002266,36.3569,127.4994,63
동구 신하동,13130,요골,6,397,3,8002265,36.356995,127.49961,"62, 63"
동구 신촌동,14390,국제금식기도원,2,38,0,8007061,36.374973,127.513626,"62, 63"
동구 신촌동,14400,국제금식기도원,26,0,0,8007063,36.375027,127.51353,63
동구 신촌동,13210,신촌동,212,3,0,8002125,36.372463,127.50994,63
동구 신촌동,13220,신촌동,2,230,0,8002124,36.3722,127.51009,"62, 63"
동구 사성동,13230,모래재,177,32,0,8001614,36.38136,127.515526,63
동구 사성동,13240,모래재,1,162,0,8001613,36.38123,127.51561,"62, 63"
동구 사성동,13260,사성동,0,35,0,8001821,36.386387,127.51916,"62, 63"
동구 사성동,13250,사성동,19,3,0,8001822,36.386623,127.51896,63
동구 오동,13310,오동,205,0,0,8002226,36.416,127.53332,63
동구 오동,13320,오동,6,169,0,8002225,36.41605,127.533936,63
동구 오동,13290,토망대,2,147,0,8002806,36.417072,127.53016,63
동구 오동,13300,토망대.오동,174,2,0,8002807,36.416924,127.53055,63
동구 주촌동,13370,주촌1구,59,3,0,8002591,36.398964,127.533936,63
동구 주촌동,13380,주촌1구,0,22,0,8002590,36.39872,127.534134,63
동구 주촌동,13330,주촌2구,302,1,0,8002593,36.415653,127.53734,63
동구 주촌동,13340,주촌2구,3,368,0,8002592,36.415596,127.53761,63
동구 주촌동,13350,주촌동,313,5,0,8002595,36.397038,127.53184,63
동구 주촌동,13360,주촌동,2,261,0,8002594,36.396904,127.5319,63
동구 낭월동,13430,e편한세상아파트,5394,27818,2591,8001254,36.281143,127.46756,"108, 30, 501, 511, 512, 513, 514, 52, 620"
동구 낭월동,13440,e편한세상아파트,35419,4264,4041,8001253,36.280586,127.46806,"108, 30, 501, 511, 512, 513, 514, 52, 620"
동구 낭월동,13390,산내주공아파트,682,1503,29,8001833,36.28429,127.466095,"108, 501, 511, 512, 513, 514, 620"
동구 낭월동,13400,산내주공아파트,2862,23040,581,8001832,36.283302,127.46642,"108, 30, 501, 511, 512, 513, 514, 52, 620"
동구 낭월동,13450,산내초등학교,5078,24583,2454,8001834,36.278748,127.46878,"108, 30, 501, 511, 512, 513, 514, 52, 620"
동구 낭월동,13460,산내초등학교,31811,7376,5334,8001835,36.278145,127.46925,"108, 30, 501, 511, 512, 513, 514, 52, 620"
동구 낭월동,13410,석천들마을아파트,25146,211,555,8005876,36.27638,127.467415,"108, 30, 511, 512, 513, 514, 620"
동구 낭월동,13420,석천들마을아파트,400,14363,17,8005877,36.276493,127.46816,"108, 30, 511, 512, 513, 514, 620"
동구 낭월동,13680,오투그란데아파트,2051,16656,498,8001357,36.287144,127.464775,"108, 30, 501, 511, 512, 513, 514, 52, 620"
동구 낭월동,13690,오투그란데아파트,46584,1857,2055,8001358,36.28764,127.464714,"108, 501, 511, 512, 513, 514, 620"
동구 낭월동,14770,산내주공아파트,16,20,4,8007512,36.283936,127.46567," 30, 52"
동구 대별동,14440,감나무골입구,21,52,0,8007170,36.28203,127.45755,"30, 31"
동구 대별동,14450,감나무골입구,2,88,2,8007171,36.282116,127.457695,"30, 31"
동구 대별동,14150,대별동,22,5,2,8005890,36.27919,127.456856,"30, 31"
동구 대별동,14160,대별동,18,14,1,8005891,36.279118,127.45696,"30, 31"
동구 대별동,13530,면허시험장,12,426,1,8001609,36.28967,127.46193,"30, 31, 52"
동구 대별동,13540,면허시험장,505,174,388,8001610,36.28984,127.46209,"30, 31, 52"
동구 대별동,13470,안대별,30,5,0,8002164,36.286953,127.45505,52
동구 대별동,13480,안대별,52,188,5,8002163,36.28701,127.45505,52
동구 대별동,13510,이사동입구,257,102,0,8002473,36.287624,127.45926,"30, 31, 52"
동구 대별동,13520,이사동입구,4,259,3,8002472,36.287796,127.45933,"30, 31, 52"
동구 대별동,13490,토토자연학습원,32,82,14,8002809,36.285057,127.45818,"30, 31"
동구 대별동,13500,토토자연학습원,42,24,1,8002810,36.28513,127.45837,"30, 31"
동구 이사동,14660,온누리노인요양원,35,357,3,8007358,36.28661,127.45135,52
동구 이사동,14670,온누리노인요양원,93,0,0,8007359,36.28656,127.4514,52
동구 이사동,14290,이사동,277,140,0,8002470,36.286068,127.44632,52
동구 이사동,14300,이사동하사,120,177,0,8003085,36.286423,127.448326,52
동구 이사동,14310,이사동하사,181,5,2,8003086,36.286327,127.44834,52
동구 이사동,13560,이사동,59,6,0,8002469,36.286053,127.44643," 52,  52"
동구 이사동,13560,이사동상사,59,6,0,8002469,36.286053,127.44643," 52,  52"
동구 대성동,13620,고산사입구,2905,12644,204,8001094,36.296646,127.46001,"31, 511, 512, 514, 52"
동구 대성동,13630,고산사입구,17754,1703,850,8001095,36.2969,127.460045,"31, 511, 512, 514, 52"
동구 대성동,10480,남부여성가족원,1810,735,27,8002443,36.30239,127.45967,512
동구 대성동,13650,대성동,248,1618,10,8001362,36.294106,127.461685,"108, 31, 501, 511, 512, 513, 514, 52, 620"
동구 대성동,13600,대성삼거리,11184,1583,671,8001364,36.2963,127.45936,"108, 501, 513, 620"
동구 대성동,13610,대성삼거리,1855,8525,196,8001363,36.29606,127.4596,"108, 501, 513, 620"
동구 대성동,13660,운전면허시험장,1821,16856,916,8002349,36.29111,127.46269,"108, 31, 501, 511, 512, 513, 514, 52, 620"
동구 대성동,13670,운전면허시험장,22327,2111,1859,8002350,36.290543,127.46309,"108, 31, 501, 511, 512, 513, 514, 52, 620"
동구 대성동,10450,은어송마을2단지,8415,1677,76,8005580,36.303528,127.45739,514
동구 대성동,10460,은어송마을2단지,789,1108,23,8005611,36.30254,127.45944,512
동구 대성동,13590,은어송중학교입구,3846,7030,80,8001465,36.298847,127.45835,"31, 511, 512, 514, 52"
동구 대성동,10410,은어송초등학교,11115,1588,409,8002832,36.301514,127.45674,"31, 511, 514, 52"
동구 대성동,13570,하늘채2차아파트,10522,2406,189,8001467,36.298443,127.45881,"31, 511, 512, 514, 52"
동구 대성동,14780,오투그란데아파트,56,16,9,8007513,36.287674,127.46359," 30, 52"
동구 장척동,13700,장척동,223,272,0,8002520,36.255253,127.43597,"30, 31"
동구 장척동,13710,장척동,334,230,1,8002519,36.2553,127.43621,"30, 31"
동구 소호동,13760,소리.말미,51,175,1,8002036,36.267864,127.45189,"30, 31"
동구 소호동,13770,소리.말미,347,34,4,8002035,36.267746,127.452065,"30, 31"
동구 소호동,13720,소호2동,83,137,1,8002042,36.265137,127.4403,"30, 31"
동구 소호동,13730,소호2동,323,82,4,8002041,36.264996,127.44033,"30, 31"
동구 소호동,13740,소호동,85,239,1,8002044,36.264137,127.44959,"30, 31"
동구 소호동,13750,소호동,202,22,1,8002043,36.26409,127.44974,"30, 31"
동구 소호동,14500,지푸재,28,2,1,8007186,36.270527,127.4513,"30, 31"
동구 소호동,14510,지푸재,1,186,1,8007185,36.270634,127.45119,"30, 31"
동구 구도동,13800,구도동,503,995,29,8001145,36.273685,127.47303,"501, 52"
동구 구도동,13810,구도동,96,535,8,8001144,36.273636,127.47339,"501, 52"
동구 구도동,13780,남대전종합물류단지,7362,31,266,8005527,36.272915,127.47184,"108, 30, 511, 512, 513, 514, 620"
동구 구도동,13790,남대전종합물류단지,71,7546,29,8005528,36.272728,127.47134,"108, 30, 511, 512, 513, 514, 620"
동구 구도동,14640,동구아름다운복지관,4,888,1,8007333,36.26829,127.47178,512
동구 구도동,14650,동구아름다운복지관,1059,182,5,8007334,36.26814,127.471855,512
동구 구도동,13820,낭월공영차고지,72,751,8,8005538,36.270203,127.47669," 108, 30, 511, 513, 514, 620,  108"
동구 삼괴동,13880,공주마을,5,1246,0,8001110,36.252056,127.47736,"501, 52"
동구 삼괴동,13890,공주마을,1948,52,4,8001111,36.252087,127.47752,"501, 52"
동구 삼괴동,13920,삼괴동/덕산마을,105,1182,2,8001470,36.258083,127.47912,"501, 52"
동구 삼괴동,13930,삼괴동/덕산마을,1327,71,1,8001472,36.25751,127.478935,"501, 52"
동구 삼괴동,13900,삼괴동/송촌마을,76,538,1,8001865,36.254787,127.47794,"501, 52"
동구 삼괴동,13910,삼괴동/송촌마을,401,81,0,8001471,36.254814,127.47807,"501, 52"
동구 삼괴동,13860,소룡골입구,115,1546,8,8002034,36.244564,127.4736,"501, 52"
동구 삼괴동,13870,소룡골입구,789,56,29,8001864,36.244488,127.47372,"501, 52"
동구 삼괴동,13830,하소룡골,15,95,4,8002858,36.242985,127.46105,52
동구 삼괴동,14330,하소룡골,212,0,0,8002859,36.24285,127.46102,52
동구 삼괴동,14320,상소룡골,233,195,1,9003122,36.242577,127.4548," 52,  52"
동구 상소동,13980,산정마을,6,546,1,8001858,36.234993,127.463135,501
동구 상소동,13990,산정마을,3346,48,0,8001859,36.23503,127.46331,501
동구 상소동,13940,산흥초등학교,2139,188,0,8001862,36.227905,127.44764,501
동구 상소동,13950,산흥초등학교,96,2005,1,8001863,36.228016,127.44788,501
동구 상소동,13840,상소동산림욕장,120,1686,0,8002082,36.23811,127.46818,501
동구 상소동,13850,상소동산림욕장,1798,155,0,8001901,36.238365,127.46839,501
동구 상소동,14090,청소년수련원,283,1821,0,8002698,36.226437,127.4451,501
동구 상소동,14100,청소년수련원,1486,311,0,8002699,36.226402,127.445244,501
동구 상소동,13970,상소동,0,0,0,8001900,36.230034,127.45492,501
동구 상소동,13960,상소동,0,0,0,8001899,36.229843,127.45482,501
동구 하소동,14000,가목정마을,77,724,0,8001006,36.210876,127.438705,501
동구 하소동,14010,가목정마을,585,108,0,8001007,36.210796,127.43885,501
